y,U_x,U_y,U_z,p,k,epsilon,nut
-0.4,1.06193,0.00385174,0,0.0425843,0.00220266,0.000193472,0.00225696
-0.38,1.06145,0.00365295,0,0.0425914,0.00220099,0.000193238,0.00225627
-0.36,1.06104,0.00345517,0,0.0425978,0.00219966,0.000193063,0.00225558
-0.34,1.06066,0.0032577,0,0.0426041,0.00219844,0.000192902,0.00225494
-0.32,1.06031,0.00306087,0,0.04261,0.00219742,0.000192773,0.00225438
-0.3,1.06,0.00286445,0,0.0426156,0.00219654,0.000192659,0.00225389
-0.28,1.05971,0.00266843,0,0.0426209,0.00219578,0.000192563,0.00225346
-0.26,1.05945,0.00247278,0,0.0426257,0.00219514,0.000192481,0.00225312
-0.24,1.05922,0.0022774,0,0.0426303,0.00219459,0.000192408,0.00225282
-0.22,1.05901,0.00208231,0,0.0426345,0.00219412,0.000192347,0.00225257
-0.2,1.05882,0.00188743,0,0.0426384,0.00219371,0.000192293,0.00225237
-0.18,1.05865,0.00169272,0,0.042642,0.00219336,0.000192247,0.00225219
-0.16,1.05851,0.00149821,0,0.0426452,0.00219307,0.000192208,0.00225205
-0.14,1.05838,0.00130377,0,0.0426481,0.00219281,0.000192172,0.00225193
-0.12,1.05827,0.00110953,0,0.0426505,0.00219261,0.000192146,0.00225184
-0.1,1.05817,0.000915283,0,0.0426529,0.00219242,0.000192119,0.00225175
-0.08,1.05811,0.000721194,0,0.0426546,0.0021923,0.000192103,0.0022517
-0.06,1.05805,0.000527112,0,0.0426561,0.00219219,0.000192088,0.00225165
-0.04,1.05801,0.000334106,0,0.0426573,0.00219212,0.000192078,0.00225162
-0.02,1.05799,0.000142027,0,0.042658,0.00219208,0.000192072,0.00225161
-7.88754e-17,1.05797,-5.00528e-05,0,0.0426587,0.00219204,0.000192067,0.00225159
0.02,1.05799,-0.000242143,0,0.0426586,0.00219208,0.000192072,0.0022516
0.04,1.058,-0.000434233,0,0.0426585,0.00219211,0.000192077,0.00225162
0.06,1.05804,-0.000627258,0,0.042658,0.00219218,0.000192087,0.00225165
0.08,1.0581,-0.00082137,0,0.0426571,0.0021923,0.000192102,0.0022517
0.1,1.05817,-0.00101549,0,0.0426561,0.00219241,0.000192118,0.00225175
0.12,1.05827,-0.00120978,0,0.0426543,0.0021926,0.000192144,0.00225184
0.14,1.05837,-0.00140407,0,0.0426525,0.00219279,0.00019217,0.00225192
0.16,1.0585,-0.00159857,0,0.0426502,0.00219306,0.000192206,0.00225205
0.18,1.05864,-0.00179314,0,0.0426477,0.00219334,0.000192244,0.00225218
0.2,1.05881,-0.00198791,0,0.0426448,0.00219369,0.000192291,0.00225236
0.22,1.059,-0.00218286,0,0.0426415,0.00219409,0.000192344,0.00225256
0.24,1.0592,-0.00237803,0,0.042638,0.00219456,0.000192405,0.00225281
0.26,1.05944,-0.00257348,0,0.0426341,0.00219512,0.000192477,0.0022531
0.28,1.05969,-0.0027692,0,0.0426299,0.00219576,0.000192559,0.00225345
0.3,1.05998,-0.0029653,0,0.0426253,0.00219651,0.000192655,0.00225387
0.32,1.06029,-0.0031618,0,0.0426204,0.00219739,0.000192768,0.00225436
0.34,1.06064,-0.00335869,0,0.0426152,0.0021984,0.000192897,0.00225492
0.36,1.06102,-0.00355623,0,0.0426097,0.00219963,0.000193058,0.00225556
0.38,1.06143,-0.00375407,0,0.0426039,0.00220095,0.000193232,0.00225624
0.4,1.06191,-0.0039529,0,0.0425977,0.00220262,0.000193466,0.00225693
0.42,1.06241,-0.00415208,0,0.0425912,0.00220441,0.000193727,0.00225755
0.44,1.06297,-0.00435204,0,0.0425844,0.00220646,0.000194052,0.00225797
0.46,1.06359,-0.0045526,0,0.0425773,0.0022087,0.000194459,0.00225783
0.48,1.06424,-0.00475353,0,0.04257,0.00221106,0.000194934,0.00225713
0.5,1.06497,-0.00495485,0,0.0425623,0.00221349,0.000195549,0.00225499
0.52,1.06576,-0.00515596,0,0.0425543,0.0022158,0.000196349,0.00225051
0.54,1.06659,-0.0053565,0,0.0425461,0.0022179,0.000197357,0.00224328
0.56,1.06746,-0.00555599,0,0.0425378,0.00221966,0.000198647,0.00223228
0.58,1.06837,-0.0057526,0,0.0425292,0.0022208,0.00020056,0.00221332
0.6,1.06928,-0.0059452,0,0.0425204,0.00222157,0.000203349,0.00218468
0.62,1.07014,-0.00613208,0,0.0425116,0.00222251,0.00020752,0.00214304
0.64,1.07092,-0.00631075,0,0.0425028,0.00222494,0.000214019,0.00208339
0.66,1.07151,-0.00647716,0,0.0424939,0.00223172,0.000224592,0.00199918
0.68,1.07178,-0.00662532,0,0.0424853,0.00224901,0.000242607,0.00188301
0.7,1.07147,-0.0067468,0,0.0424769,0.00228969,0.000274881,0.00172932
0.72,1.07012,-0.00682553,0,0.0424686,0.00238079,0.000335849,0.00154123
0.74,1.06686,-0.00683256,0,0.0424597,0.00257768,0.000456557,0.00134071
0.76,1.06017,-0.00672039,0,0.0424498,0.00298254,0.000699876,0.00117272
0.78,1.04781,-0.006426,0,0.042438,0.00375009,0.00117729,0.00108986
0.8,1.02626,-0.00587504,0,0.0424212,0.00510312,0.00210036,0.00113148
0.82,0.9964,-0.00514696,0,0.0423993,0.00693082,0.00347989,0.00124963
0.84,0.958202,-0.00431551,0,0.0423725,0.00909534,0.00533745,0.00140004
0.86,0.913494,-0.00346842,0,0.0423421,0.0113578,0.00755761,0.00153823
0.88,0.862275,-0.00266802,0,0.0423089,0.0135256,0.0101333,0.00162727
0.9,0.804733,-0.00194689,0,0.0422743,0.0154679,0.0131051,0.00164568
0.92,0.739411,-0.00132313,0,0.0422395,0.0170784,0.0167033,0.00157363
0.94,0.662065,-0.000811831,0,0.0422063,0.0181833,0.0215728,0.00138467
0.96,0.564773,-0.000411252,0,0.0421763,0.0184634,0.0290645,0.00106199
0.98,0.417574,-0.000132354,0,0.0421521,0.0163001,0.0437976,0.000561161
1,3.76244e-15,-3.01812e-19,0,0.0421398,0.00132449,0.0822965,3.62928e-08
