y,U_x,U_y,U_z,p,k,epsilon,nut
-0.44,1.0489,0.0016089,0,0.0350871,0.00237283,0.000214238,0.00236526
-0.42,1.04862,0.00154155,0,0.0350865,0.00236895,0.000213909,0.00236116
-0.4,1.04832,0.00147463,0,0.0350861,0.00236524,0.000213609,0.00235707
-0.38,1.04801,0.00140795,0,0.0350859,0.00236146,0.000213323,0.0023527
-0.36,1.04771,0.00134222,0,0.0350859,0.0023557,0.000213079,0.00234393
-0.34,1.04742,0.00127654,0,0.0350861,0.00235189,0.000212837,0.00233902
-0.32,1.04716,0.00121096,0,0.0350864,0.00235223,0.000212598,0.00234234
-0.3,1.04693,0.00114455,0,0.0350869,0.00235509,0.000212315,0.00235119
-0.28,1.04674,0.00107728,0,0.0350875,0.00236052,0.000211985,0.00236572
-0.26,1.04659,0.00100764,0,0.0350883,0.00236395,0.000211556,0.00237739
-0.24,1.04647,0.000936273,0,0.0350892,0.00236592,0.000211056,0.00238701
-0.22,1.04637,0.000861814,0,0.0350903,0.00236701,0.000210436,0.00239626
-0.2,1.04629,0.000785059,0,0.0350914,0.00236744,0.000209727,0.00240524
-0.18,1.04621,0.000706365,0,0.0350926,0.00236714,0.000209152,0.0024112
-0.16,1.04613,0.000625498,0,0.035094,0.002366,0.000208727,0.00241378
-0.14,1.04605,0.000544428,0,0.0350954,0.00236454,0.00020838,0.0024148
-0.12,1.04595,0.0004628,0,0.0350969,0.00236219,0.000208247,0.00241153
-0.1,1.04585,0.000381172,0,0.0350985,0.00235983,0.000208114,0.00240827
-0.08,1.04574,0.000302047,0,0.0351001,0.00235839,0.000207828,0.00240865
-0.06,1.04563,0.000223032,0,0.0351016,0.00235699,0.000207535,0.00240918
-0.04,1.04553,0.00014647,0,0.0351032,0.00235627,0.000207202,0.00241158
-0.02,1.04543,7.20208e-05,0,0.0351048,0.00235613,0.000206836,0.00241557
-7.88754e-17,1.04533,-2.42831e-06,0,0.0351064,0.00235599,0.000206469,0.00241957
0.02,1.04527,-7.42608e-05,0,0.0351081,0.00235559,0.000206036,0.00242383
0.04,1.0452,-0.000146093,0,0.0351097,0.00235518,0.000205604,0.00242809
0.06,1.04517,-0.00021815,0,0.0351114,0.00235497,0.000205452,0.00242946
0.08,1.04517,-0.000290466,0,0.0351132,0.00235501,0.000205628,0.00242747
0.1,1.04516,-0.000362871,0,0.035115,0.0023551,0.000205829,0.0024253
0.12,1.04522,-0.000437297,0,0.0351169,0.00235644,0.000206615,0.00241883
0.14,1.04528,-0.000511723,0,0.0351188,0.00235778,0.000207402,0.00241237
0.16,1.04539,-0.000588648,0,0.0351207,0.00235966,0.00020799,0.00240937
0.18,1.04552,-0.000666488,0,0.0351226,0.00236175,0.000208507,0.00240764
0.2,1.04568,-0.000746377,0,0.0351245,0.00236394,0.000208907,0.00240749
0.22,1.04588,-0.000828095,0,0.0351265,0.00236624,0.000209205,0.00240874
0.24,1.0461,-0.000911416,0,0.0351285,0.00236855,0.000209511,0.00240992
0.26,1.04636,-0.0009969,0,0.0351306,0.00237086,0.000209826,0.00241099
0.28,1.04664,-0.00108377,0,0.0351327,0.0023732,0.0002102,0.00241146
0.3,1.04695,-0.00117255,0,0.0351349,0.00237559,0.000210654,0.00241112
0.32,1.04728,-0.00126269,0,0.0351373,0.00237814,0.000211169,0.00241041
0.34,1.04763,-0.00135415,0,0.0351398,0.00238085,0.000211744,0.00240934
0.36,1.04799,-0.001447,0,0.0351425,0.00238388,0.000212347,0.00240861
0.38,1.04835,-0.0015405,0,0.0351454,0.00238705,0.000212963,0.00240804
0.4,1.04869,-0.00163559,0,0.0351485,0.00239078,0.000213557,0.00240885
0.42,1.04901,-0.00173124,0,0.0351517,0.00239476,0.000214132,0.00241038
0.44,1.0493,-0.00182811,0,0.035155,0.00239933,0.000214664,0.00241359
0.46,1.04954,-0.00192606,0,0.0351586,0.00240475,0.000215161,0.0024189
0.48,1.04973,-0.00202452,0,0.0351625,0.00241081,0.000215642,0.00242569
0.5,1.04983,-0.00212305,0,0.0351673,0.00241808,0.000216117,0.00243498
0.52,1.04985,-0.00222019,0,0.0351729,0.00242626,0.000216629,0.00244568
0.54,1.0498,-0.00231459,0,0.0351791,0.00243513,0.000217198,0.00245715
0.56,1.04967,-0.00240444,0,0.0351859,0.00244471,0.000217854,0.00246906
0.58,1.04945,-0.00248208,0,0.0351936,0.00245516,0.000218723,0.00248033
0.6,1.04919,-0.00254318,0,0.0352027,0.00246664,0.000219887,0.00249032
0.62,1.04886,-0.00258887,0,0.0352122,0.00247916,0.000221479,0.0024976
0.64,1.04836,-0.00262137,0,0.0352214,0.00249232,0.000223696,0.00249921
0.66,1.04761,-0.00264308,0,0.0352296,0.00250534,0.000226815,0.00249078
0.68,1.04657,-0.00265481,0,0.0352364,0.00251749,0.000231249,0.002467
0.7,1.04525,-0.00265312,0,0.0352439,0.00252825,0.000237671,0.0024214
0.72,1.04361,-0.00262879,0,0.0352526,0.0025375,0.000247245,0.0023457
0.74,1.04169,-0.00258838,0,0.0352553,0.00254602,0.00026205,0.00222986
0.76,1.03943,-0.00254731,0,0.0352502,0.00255644,0.000286017,0.00206234
0.78,1.03659,-0.00251375,0,0.0352399,0.00257558,0.00032624,0.0018368
0.8,1.03255,-0.00249128,0,0.0352302,0.00262829,0.00040444,0.00155701
0.82,1.02662,-0.00245241,0,0.0352251,0.00275585,0.00055688,0.00124964
0.84,1.0162,-0.00233708,0,0.0352212,0.00309487,0.000924072,0.000964832
0.86,0.997368,-0.00210323,0,0.0352131,0.00387381,0.00177111,0.000776118
0.88,0.962031,-0.00173429,0,0.0352002,0.00556633,0.00379978,0.000743737
0.9,0.906996,-0.00130342,0,0.0351803,0.00822799,0.00755122,0.000811943
0.92,0.832556,-0.00089287,0,0.0351506,0.0114378,0.0131839,0.000895056
0.94,0.737645,-0.000558052,0,0.0351259,0.01444,0.0206983,0.000910321
0.96,0.617084,-0.000290075,0,0.0351119,0.0164736,0.0308775,0.000794917
0.98,0.442882,-0.000103769,0,0.0351037,0.015584,0.0469599,0.000475824
1,3.87116e-15,-3.2464e-19,0,0.0350979,0.00125895,0.0781513,3.74152e-08
